Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Meindert Hobbemastraat 63,Almere,425000.0,204.0,121.0,2000.0,Bestaande bouw,"Herenhuis, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,62.6
Zuiderwouder Dorpsstraat 28,Zuiderwoude,1500000.0,610.0,223.0,1974.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen,7,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,D,"Aan vaarwater, aan water, landelijk gelegen, open ligging en vrij uitzicht",Achtertuin en tuin rondom,3.1
Moleneinde 24,Diever,550000.0,972.0,139.0,1900.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5,2 badkamers en 1 apart toilet,4 woonlagen,G,Aan rustige weg en in bosrijke omgeving,Tuin rondom en zonneterras,22.25
Drossard de la Courtstraat 44,Gemert,500000.0,400.0,180.0,1976.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",61.3
Groenendael 114,IJsselmuiden,349000.0,251.0,153.0,1980.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,4 woonlagen,C,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,39.2
Eerste Hieronymus van Alphenstraat 96,Gouda,350000.0,93.0,97.0,1930.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,In woonwijk,Achtertuin,25.7
Rietgors 19,Leusden,459000.0,173.0,127.0,1972.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,11.3
De Vissert 5,Well (LI),1000000.0,25445.0,260.0,1968.0,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,9,2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan bosrand, aan rustige weg, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,5.4
Benedenberg 17,Bergambacht,975000.0,4770.0,156.0,1969.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,2 woonlagen,D,Landelijk gelegen en open ligging,Tuin rondom,4.2
Leliestraat 40,Deventer,567500.0,613.0,126.0,1903.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen,F,Aan rustige weg en in woonwijk,Tuin rondom en zonneterras,23.05
Heiblomsedijk 15,Berlicum,800000.0,1177.0,231.0,1995.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,B,Vrij uitzicht,Tuin rondom,2.3
Mr. van Zuylen van Nyeveltstraat 2,Waalwijk,350000.0,145.0,134.0,1966.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,36.0
Ladderbeekstraat 106,Velsen-Noord,325000.0,129.0,103.0,1934.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,11.9
Keizerstraat 9,Wormer,289000.0,126.0,66.0,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,35.05
Siciliëstraat 24,Almere,335000.0,177.0,88.0,2002.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,60.05
Heeskesacker 1124,Nijmegen,309500.0,210.0,104.0,1982.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,54.65
Baron van Nagellstraat 35,Voorthuizen,500000.0,390.0,113.0,2000.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,2 badkamers en 1 apart toilet,2 woonlagen,A,,"Achtertuin, voortuin en zijtuin",7.95
Verheullaan 60,Bergschenhoek,435000.0,116.0,108.0,1999.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,41.55
Bennebroekerweg 79,Rijsenhout,695000.0,738.0,219.0,1940.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,2 badkamers en 1 apart toilet,3 woonlagen,E,In centrum en in woonwijk,Tuin rondom,13.25
Rozendael 157,Borger,300000.0,320.0,140.0,1971.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,23.5
Gitaar 18,Ewijk,425000.0,283.0,170.0,1986.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.5
Ligtenbergerdijk 18,Rijssen,625000.0,425.0,170.0,2004.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en landelijk gelegen",Achtertuin en voortuin,69.7
Dr. Schaepmanstraat 153,Assen,375000.0,117.0,144.0,2018.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,18.1
Blaarthemseweg 18,Eindhoven,500000.0,272.0,148.0,1931.0,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6,1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",F,In woonwijk,Achtertuin en voortuin,24.5
Kamperfoeliestraat 9,Sint-Michielsgestel,369000.0,182.0,113.0,1967.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,40.75
Gomarusstraat 33,Wagenberg,349000.0,186.0,89.0,1970.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin,31.25
Krekelzanger 89,Boxmeer,625000.0,512.0,170.0,1994.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Tuin rondom,26.5
Dijlehof 18,Amsterdam,425000.0,90.0,84.0,1996.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3,1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Patio/atrium, voortuin en zonneterras",140.4
Slagenland 7,'s Gravenmoer,499000.0,230.0,146.0,2011.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,22.6
Sint Jozefhof 11,Made,395000.0,100.0,127.0,2011.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,34.91
Singel 10,Nieuwerkerk aan den IJssel,395000.0,182.0,128.0,1962.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen,G,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,26.3
Seisstraat 16,Middelburg,749000.0,164.0,166.0,1650.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,Niet verplicht,In centrum,Achtertuin,10.4
Sambeekerf 10,Tilburg,465000.0,298.0,111.0,2006.0,Bestaande bouw,"Bungalow, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,1 woonlaag,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,42.35
Limbahout 6,Zoetermeer,995000.0,484.0,205.0,2002.0,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Schilddak bedekt met leisteen,8,2 badkamers en 2 aparte toiletten,"3 woonlagen, een vliering en een kelder",A,"Aan park, aan rustige weg, aan water, beschutte ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",79.5
Kruidenlaan 117,Nijverdal,370000.0,249.0,97.0,1989.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk en open ligging,Achtertuin en voortuin,25.15
Vogelakker 30,Almere,725000.0,932.0,113.0,2019.0,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,16.65
Luitstraat 22,Almere,399000.0,129.0,103.0,1991.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,5,1 badkamer en 1 apart toilet,3 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,109.9
Duikerlaan 8,Wageningen,389000.0,116.0,112.0,2002.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,22.35
Beneluxlaan 38,Geleen,250000.0,199.0,95.0,1969.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,50.3
Insulindestraat 1,Doetinchem,475000.0,365.0,168.0,1975.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",24.75
Batjanstraat 7,Enschede,198000.0,142.0,92.0,1938.0,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,28.1
J.J. Allanstraat 357 A,Westzaan,885000.0,272.0,167.0,2020.0,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak,7,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,6.5
T.W.S. Mansholtstraat 49,Groningen,895000.0,599.0,264.0,1989.0,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,8,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",7.1
Rijkevoortsedijk 14,Rijkevoort,475000.0,2165.0,156.0,1977.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met leisteen,6,1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in centrum,Tuin rondom,13.4
Ledeackerstraat 6,Tilburg,325000.0,143.0,103.0,1992.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,60.1
Heulweg 3 a,Barendrecht,1375000.0,432.0,236.0,2022.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met kunststof en pannen,8,2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,A+,"Aan rustige weg, in centrum, in woonwijk, open ligging en vrij uitzicht",Tuin rondom,6.75
De Tol 5,Woudenberg,650000.0,242.0,151.0,1993.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Tentdak,6,1 badkamer en 2 aparte toiletten,3 woonlagen,B,,Achtertuin en voortuin,14.75
Torenberglaan 44,Eindhoven,560000.0,286.0,147.0,1973.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6,1 badkamer,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,52.5
Rhijnauwensingel 469,Rotterdam,318800.0,103.0,109.0,1981.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin,122.75
Nijhofflaan 5,Blaricum,1080000.0,262.0,180.0,2019.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met overig,5,1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",25.4
Het Steen 5,Grootegast,315000.0,495.0,121.0,1965.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",33.4
Schuttevaer 37 a,Hoogeveen,259000.0,142.0,118.0,1986.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,13.95
Dorpsweg Ransdorp 91,Amsterdam,575000.0,215.0,75.0,1932.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water en in centrum","Achtertuin, voortuin en zijtuin",23.85
Broersven 4,Heemskerk,550000.0,224.0,109.0,1973.0,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,3,1 badkamer en 1 apart toilet,1 woonlaag,A,Beschutte ligging en in woonwijk,Patio/atrium en voortuin,15.05
Tuinkersstraat 3,Voorhout,645000.0,217.0,154.0,1991.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak,5,1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,18.0
Zevenhuizen 34,Hattem,330000.0,207.0,90.0,1967.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,29.4
IJsselmondselaan 170,Rotterdam,245000.0,199.0,83.0,1910.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5,1 badkamer,2 woonlagen,G,"Aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,16.35
van Borselelaan 15,Veere,289000.0,150.0,108.0,1981.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,8.65
Benthuizenstraat 15,Zoetermeer,1650000.0,690.0,305.0,2007.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met riet,11,2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,160.05
Roeklaan 3,Eindhoven,849000.0,331.0,177.0,1927.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met bitumineuze dakbedekking en pannen,6,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum en in woonwijk",Tuin rondom,22.55
Repelsestraat 5,Neerijnen,850000.0,5872.0,151.0,,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen,5,2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging, landelijk gelegen en vrij uitzicht",Tuin rondom,3.2
Dorpsstraat 40,Bergen (NH),1175000.0,880.0,145.0,1975.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5,2 badkamers en 1 apart toilet,2 woonlagen,C,In centrum,Achtertuin en zijtuin,9.85
Stroomrug 19,Cuijk,1050000.0,578.0,156.0,2006.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, aan vaarwater, aan water en in woonwijk",Tuin rondom,68.25
Claude Debussystraat 59,Zaandijk,659000.0,187.0,126.0,1994.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met bitumineuze dakbedekking,5,1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",31.65
Horstlaan 2 a,Almelo,285000.0,273.0,117.0,1969.0,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,5,2 badkamers,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,10.85
Meindert Hobbemastraat 71,Almere,450000.0,204.0,123.0,2000.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan park, aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,62.6
Buitenbos 5,Meteren,685000.0,377.0,161.0,2020.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met leisteen,6,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin",9.7
Arkumerhemstraat 5,Sneek,275000.0,158.0,135.0,1965.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,25.6
Berberislaan 143,Winterswijk,225000.0,205.0,96.0,1972.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,F,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,39.05
Helmpad 2,De Zilk,429000.0,147.0,108.0,1996.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",36.72
Europa-ring 203,Wierden,389000.0,335.0,148.0,1980.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",8.9
Raaigras 3,De Goorn,560000.0,286.0,159.0,2008.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan water en in woonwijk,"Achtertuin, voortuin en zijtuin",9.5
Johan van der Poortenlaan 65,Spijkenisse,500000.0,221.0,136.0,2012.0,Bestaande bouw,"Herenhuis, hoekwoning","Zadeldak bedekt met bitumineuze dakbedekking, overig en pannen",7,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",12.1
Westersingel 11 a,Burgum,539000.0,900.0,228.0,1946.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,1 woonlaag,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,93.2
In de Mehre 32,Susteren,499000.0,258.0,162.0,2005.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.9
Noordveen 2,Beilen,499000.0,527.0,153.0,1991.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, aan water, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",94.15
Nettelhorst 65,Ede,290000.0,112.0,123.0,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,24.1
Veerstraat 1 a,Druten,695000.0,506.0,208.0,1900.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12,2 badkamers en 2 aparte toiletten,2 woonlagen,C,Beschutte ligging en in centrum,Achtertuin,68.55
Valkenburgerweg 80,Rijnsburg,934000.0,505.0,196.0,2000.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,9,1 badkamer en 2 aparte toiletten,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,27.75
Ruitjensakker 15,Lieshout,400000.0,355.0,146.0,1980.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,35.55
Bakemastraat 69,Utrecht,550000.0,123.0,116.0,2007.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,63.3
Watermolenstraat 8,Westzaan,400000.0,171.0,108.0,1971.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,24.15
Kruislaan 1 B,Oostvoorne,1450000.0,2290.0,192.0,1980.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,In bosrijke omgeving en vrij uitzicht,Tuin rondom,48.1
Kotterstraat 20,Alkmaar,340000.0,209.0,75.0,1979.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met overig,3,1 badkamer,2 woonlagen,C,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",33.55
Frederik Hendrikstraat 4,Vroomshoop,719000.0,700.0,301.0,1971.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,3 badkamers en 2 aparte toiletten,"2 woonlagen, een vliering en een kelder",A,Beschutte ligging en in woonwijk,Tuin rondom en zonneterras,30.05
Pasteurlaan 20,Vlijmen,375000.0,170.0,106.0,1986.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,63.25
Boomgaard 8 a,Koudekerke,365000.0,243.0,108.0,1989.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,27.65
Zuideinde 188,Westzaan,850000.0,720.0,129.0,1790.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",C,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom en zonneterras",14.3
Pachtersveld 113,Apeldoorn,375000.0,307.0,122.0,1974.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",57.6
Pa Pinkelmanstraat 24,Almere,943000.0,498.0,223.0,2010.0,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met pannen,8,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Tuin rondom,68.7
Pijperlaan 60,Zwijndrecht,395060.0,133.0,131.0,1982.0,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,13.2
Yukonstraat 2,Spijkenisse,285000.0,197.0,90.0,,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,3,1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Tuin rondom,16.9
Kennemerstraatweg 654,Heiloo,575000.0,403.0,111.0,1938.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,G,In woonwijk,Tuin rondom,22.25
Tweede Schoolstraat 5,Gouda,425000.0,109.0,119.0,2011.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A+,In woonwijk,Achtertuin en voortuin,61.15
Stationsstraat 81,Elsloo (LI),349000.0,1150.0,132.0,1921.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,In centrum en in woonwijk,Achtertuin,70.2
Robijndijk 153 B,Roosendaal,1025000.0,987.0,227.0,1998.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,2 badkamers,2 woonlagen,B,Aan rustige weg,Tuin rondom,44.9
